Company,"PNP ID","Approved on Date"
"VRstudios, Inc.",VRS,06/22/2017
"Extreme Engineering Solutions, Inc.",XES,06/22/2017
NewTek,NTK,06/22/2017
"BlueBox Video Limited",BBV,06/22/2017
"Televés, S.A.",TEV,06/22/2017
"Avatron Software Inc.",AVS,08/23/2017
"Positivo Tecnologia S.A.",POS,2017/01/09
"VRgineers, Inc.",VRG,2017/07/09
"Noritake Itron Corporation",NRI,11/13/2017
"Matrix Orbital Corporation",MOC,11/13/2017
